genome	KO	protein_id	score	evalue	above_threshold
CSP12_V30PRr1__SemiBin_7	K05847	contig_365_2	12.8	0.0091	0
CSP12_V30PRr1__SemiBin_7	K05847	contig_474_1	11.8	0.018	0
CSP12_V30PRr1__SemiBin_7	K03451	contig_112_6	4.0	1.8	0
CSP12_V30PRr1__SemiBin_7	K02168	contig_112_6	10.4	0.02	0
CSP12_V30PRr1__SemiBin_7	K02168	contig_320_7	8.8	0.06	0
CSP12_V30PRr1__SemiBin_7	K02168	contig_434_4	3.4	2.7	0
CSP12_V30PRr1__SemiBin_7	K02168	contig_215_1	2.5	4.9	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_412_4	241.5	4.7e-72	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_70_9	240.8	7.2e-72	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_309_3	219.9	1.6e-65	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_556_3	210.5	1.1e-62	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_491_2	201.4	6.1e-60	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_259_5	181.8	5.6e-54	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_549_6	176.5	2.1e-52	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_358_3	166.4	2.5e-49	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_520_13	166.1	3e-49	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_411_2	153.1	2.6e-45	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_313_4	136.6	2.6e-40	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_161_2	133.5	2.3e-39	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_259_4	130.5	1.8e-38	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_66_4	109.9	3.1e-32	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_18_8	108.2	1.1e-31	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_192_2	105.4	7.4e-31	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_166_3	76.6	3.9e-22	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_99_3	65.8	7.2e-19	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_27_4	64.3	2e-18	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_510_2	43.7	3.4e-12	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_99_4	36.2	6.5e-10	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_190_1	35.1	1.4e-09	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_488_4	31.7	1.4e-08	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_394_3	28.5	1.4e-07	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_505_6	26.8	4.4e-07	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_32_5	24.8	1.8e-06	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_278_7	24.4	2.5e-06	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_210_1	23.9	3.3e-06	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_201_2	23.0	6.4e-06	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_154_7	20.3	4.3e-05	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_298_1	19.7	6.4e-05	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_136_2	18.3	0.00017	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_135_1	13.0	0.0068	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_201_3	12.5	0.0095	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_485_1	11.9	0.014	0
CSP12_V30PRr1__SemiBin_7	K02000	contig_369_8	10.9	0.028	0
CSP12_V30PRr1__SemiBin_7	K02001	contig_520_12	130.9	9.1e-39	0
CSP12_V30PRr1__SemiBin_7	K02001	contig_412_5	30.8	1.7e-08	0
CSP12_V30PRr1__SemiBin_7	K02001	contig_202_2	22.6	5.1e-06	0
CSP12_V30PRr1__SemiBin_7	K02001	contig_202_1	15.0	0.0011	0
CSP12_V30PRr1__SemiBin_7	K02001	contig_428_2	12.8	0.0047	0
CSP12_V30PRr1__SemiBin_7	K02001	contig_259_3	10.4	0.025	0
CSP12_V30PRr1__SemiBin_7	K02002	contig_520_12	74.2	1.2e-21	0
CSP12_V30PRr1__SemiBin_7	K02002	contig_412_5	11.3	0.014	0
CSP12_V30PRr1__SemiBin_7	K02002	contig_321_3	10.8	0.019	0
CSP12_V30PRr1__SemiBin_7	K02779	contig_434_4	5.0	1.1	0
CSP12_V30PRr1__SemiBin_7	K02779	contig_50_1	3.4	3.1	0
CSP12_V30PRr1__SemiBin_7	K02779	contig_112_6	2.9	4.6	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_475_1	417.5	1.5e-125	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_359_7	331.7	1.5e-99	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_469_3	289.5	9.2e-87	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_203_2	285.9	1.1e-85	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_102_3	135.4	4.4e-40	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_368_5	126.3	2.6e-37	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_178_11	95.4	5.9e-28	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_360_4	64.1	1.8e-18	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_120_2	49.8	3.9e-14	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_144_3	44.4	1.7e-12	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_336_5	41.4	1.3e-11	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_469_2	39.1	6.7e-11	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_14_1	35.2	1e-09	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_37_1	25.7	8e-07	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_218_1	19.6	5.5e-05	0
CSP12_V30PRr1__SemiBin_7	K01226	contig_181_3	12.3	0.009	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_165_2	799.6	5.2e-241	1
CSP12_V32PRr1__SemiBin_26	K05343	contig_303_4	795.9	6.4e-240	1
CSP12_V32PRr1__SemiBin_26	K05343	contig_103_13	446.9	1.8e-134	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_453_4	446.6	2.3e-134	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_469_3	161.9	2.3e-48	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_290_4	52.9	2e-15	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_205_9	47.1	1.1e-13	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_453_1	46.9	1.3e-13	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_146_6	43.3	1.7e-12	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_467_3	41.4	6.2e-12	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_103_11	39.8	1.8e-11	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_203_1	33.8	1.2e-09	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_146_5	28.9	3.6e-08	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_146_4	25.3	4.5e-07	0
CSP12_V32PRr1__SemiBin_26	K05343	contig_101_1	20.3	1.4e-05	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_103_11	1166.5	0.0	1
CSP12_V32PRr1__SemiBin_26	K06044	contig_263_3	130.9	5e-39	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_101_1	116.1	1.5e-34	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_469_3	76.4	1.3e-22	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_103_13	67.2	7.9e-20	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_453_4	63.3	1.2e-18	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_165_2	47.6	6.8e-14	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_453_1	41.5	4.7e-12	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_303_4	37.4	8.1e-11	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_205_9	24.6	5.7e-07	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_203_1	15.8	0.00026	0
CSP12_V32PRr1__SemiBin_26	K06044	contig_290_4	11.2	0.0064	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_453_1	726.7	4e-219	1
CSP12_V32PRr1__SemiBin_26	K01236	contig_290_4	173.7	6.7e-52	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_205_9	136.9	9.2e-41	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_469_3	112.7	1.9e-33	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_453_4	103.4	1.3e-30	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_103_13	101.6	4.3e-30	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_165_2	100.5	9e-30	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_303_4	83.2	1.6e-24	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_103_11	34.9	6.5e-10	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_203_1	24.8	7.3e-07	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_146_6	19.1	3.7e-05	0
CSP12_V32PRr1__SemiBin_26	K01236	contig_467_3	19.1	3.9e-05	0
CSP12_V32PRr1__SemiBin_26	K13057	contig_282_3	47.8	8.7e-14	0
CSP12_V32PRr1__SemiBin_26	K13057	contig_443_2	37.6	1.1e-10	0
CSP12_V32PRr1__SemiBin_26	K13057	contig_404_1	36.9	1.7e-10	0
CSP12_V32PRr1__SemiBin_26	K13057	contig_205_2	16.9	0.0002	0
CSP12_V32PRr1__SemiBin_26	K13057	contig_129_1	13.2	0.0028	0
CSP12_V32PRr1__SemiBin_26	K00108	contig_185_5	721.9	6.4e-218	1
CSP12_V32PRr1__SemiBin_26	K00108	contig_280_2	473.7	8.1e-143	0
CSP12_V32PRr1__SemiBin_26	K00108	contig_322_4	70.7	7.5e-21	0
CSP12_V32PRr1__SemiBin_26	K00108	contig_315_3	64.6	5.5e-19	0
CSP12_V32PRr1__SemiBin_26	K00108	contig_255_5	10.8	0.01	0
CSP12_V32PRr1__SemiBin_26	K00108	contig_61_3	10.6	0.012	0
CSP12_V32PRr1__SemiBin_26	K00108	contig_218_3	10.4	0.014	0
CSP12_V32PRr1__SemiBin_26	K00108	contig_346_2	10.0	0.017	0
CSP12_V32PRr1__SemiBin_26	K00108	contig_119_3	9.2	0.03	0
CSP12_V32PRr1__SemiBin_26	K00130	contig_9_6	742.3	4e-224	1
CSP12_V32PRr1__SemiBin_26	K00130	contig_108_2	674.8	1.1e-203	0
CSP12_V32PRr1__SemiBin_26	K00130	contig_121_4	542.0	1.8e-163	0
CSP12_V32PRr1__SemiBin_26	K00130	contig_142_2	433.7	1.1e-130	0
CSP12_V32PRr1__SemiBin_26	K00499	contig_436_10	24.6	1.1e-06	0
CSP12_V32PRr1__SemiBin_26	K00499	contig_345_9	14.8	0.001	0
CSP12_V32PRr1__SemiBin_26	K00499	contig_346_2	14.5	0.0013	0
CSP12_V32PRr1__SemiBin_26	K00499	contig_218_3	12.7	0.0045	0
CSP12_V32PRr1__SemiBin_26	K17755	contig_185_5	430.7	9.6e-130	0
CSP12_V32PRr1__SemiBin_26	K17755	contig_280_2	331.1	1.5e-99	0
CSP12_V32PRr1__SemiBin_26	K17755	contig_322_4	54.6	9.3e-16	0
CSP12_V32PRr1__SemiBin_26	K17755	contig_315_3	53.3	2.2e-15	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_322_4	294.4	2.4e-88	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_315_3	107.6	6.8e-32	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_185_5	69.5	2.2e-20	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_280_2	54.8	6.5e-16	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_61_3	30.5	1.4e-08	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_218_3	21.9	5.5e-06	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_124_2	18.7	5.2e-05	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_346_2	17.3	0.00013	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_57_2	14.3	0.0011	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_329_9	13.6	0.0018	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_268_1	12.1	0.005	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_119_3	11.1	0.01	0
CSP12_V32PRr1__SemiBin_26	K17756	contig_180_2	6.3	0.3	0
CSP12_V32PRr1__SemiBin_26	K06718	contig_144_2	26.4	4.7e-07	0
CSP12_V32PRr1__SemiBin_26	K06720	contig_30_2	19.6	8.3e-05	0
CSP12_V32PRr1__SemiBin_26	K06720	contig_274_3	16.6	0.00071	0
CSP12_V32PRr1__SemiBin_26	K06721	contig_87_2	21.5	1.5e-05	0
CSP12_V32PRr1__SemiBin_26	K06721	contig_437_5	19.3	6.7e-05	0
CSP12_V32PRr1__SemiBin_26	K06721	contig_195_3	15.7	0.00086	0
CSP12_V32PRr1__SemiBin_26	K06721	contig_209_2	14.8	0.0016	0
CSP12_V32PRr1__SemiBin_26	K06721	contig_107_1	4.7	1.9	0
CSP12_V32PRr1__SemiBin_26	K01858	contig_460_7	451.1	8.4e-136	1
CSP12_V32PRr1__SemiBin_26	K05846	contig_297_2	61.3	8.9e-18	0
CSP12_V32PRr1__SemiBin_26	K05846	contig_242_1	48.6	6.3e-14	0
CSP12_V32PRr1__SemiBin_26	K05846	contig_242_2	12.7	0.0051	0
CSP12_V32PRr1__SemiBin_26	K05846	contig_239_6	11.4	0.012	0
CSP12_V32PRr1__SemiBin_26	K05846	contig_32_3	10.1	0.031	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_297_3	249.8	6.8e-75	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_60_2	169.7	1.4e-50	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_1_6	169.3	1.9e-50	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_200_2	161.2	5.5e-48	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_111_1	124.4	8.2e-37	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_145_4	117.2	1.3e-34	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_111_2	90.3	1.9e-26	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_432_2	86.4	2.9e-25	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_309_4	74.5	1.2e-21	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_430_1	70.0	2.8e-20	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_432_3	61.3	1.2e-17	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_31_2	56.9	2.6e-16	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_40_2	56.6	3.1e-16	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_100_4	45.0	1e-12	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_140_1	40.6	2.4e-11	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_359_3	14.5	0.002	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_385_2	12.8	0.0067	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_27_2	11.8	0.013	0
CSP12_V32PRr1__SemiBin_26	K05847	contig_213_2	11.3	0.018	0
CSP12_V32PRr1__SemiBin_26	K03451	contig_329_6	4.0	1.3	0
CSP12_V32PRr1__SemiBin_26	K02168	contig_329_6	10.4	0.014	0
CSP12_V32PRr1__SemiBin_26	K02168	contig_446_5	8.8	0.044	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_297_3	241.5	3.4e-72	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_200_2	176.5	1.5e-52	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_60_2	166.5	1.7e-49	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_1_6	140.1	1.6e-41	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_111_1	75.6	5.4e-22	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_309_4	66.4	3.4e-19	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_145_4	66.2	3.9e-19	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_111_2	64.5	1.3e-18	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_430_1	59.1	5.5e-17	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_432_2	58.3	9.4e-17	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_100_4	43.7	2.5e-12	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_432_3	38.6	9e-11	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_316_4	35.1	1e-09	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_31_2	33.2	3.7e-09	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_140_1	32.0	8.8e-09	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_300_2	29.5	4.9e-08	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_271_4	26.8	3.2e-07	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_426_8	25.1	1.1e-06	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_23_2	24.4	1.8e-06	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_87_3	17.2	0.00026	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_359_3	16.9	0.00034	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_351_4	16.1	0.00057	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_40_2	15.7	0.00077	0
CSP12_V32PRr1__SemiBin_26	K02000	contig_354_2	10.9	0.021	0
CSP12_V32PRr1__SemiBin_26	K02001	contig_297_2	30.8	1.2e-08	0
CSP12_V32PRr1__SemiBin_26	K02001	contig_242_1	22.6	4e-06	0
CSP12_V32PRr1__SemiBin_26	K02001	contig_242_2	15.3	0.00061	0
CSP12_V32PRr1__SemiBin_26	K02002	contig_297_2	11.3	0.01	0
CSP12_V32PRr1__SemiBin_26	K02002	contig_65_7	10.8	0.014	0
CSP12_V32PRr1__SemiBin_26	K02002	contig_79_1	10.2	0.022	0
CSP12_V32PRr1__SemiBin_26	K02002	contig_145_3	1.5	9.4	0
CSP12_V32PRr1__SemiBin_26	K02779	contig_329_6	2.9	3.4	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_453_4	474.8	4.8e-143	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_103_13	458.2	5.2e-138	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_165_2	334.0	2.2e-100	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_303_4	285.8	8.9e-86	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_469_3	135.4	3.2e-40	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_146_6	63.7	1.7e-18	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_103_11	50.5	1.7e-14	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_146_5	49.8	2.8e-14	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_453_1	43.8	1.9e-12	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_290_4	41.4	9.7e-12	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_205_9	37.8	1.2e-10	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_467_3	33.9	1.8e-09	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_146_4	30.3	2.3e-08	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_101_1	21.1	1.4e-05	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_203_1	19.6	4e-05	0
CSP12_V32PRr1__SemiBin_26	K01226	contig_240_2	12.3	0.0066	0
CSP12_V38PRr3__SemiBin_38	K05343	contig_197_2	1329.8	0.0	1
CSP12_V38PRr3__SemiBin_38	K05343	contig_85_2	796.3	6e-240	1
CSP12_V38PRr3__SemiBin_38	K05343	contig_420_5	461.7	7.6e-139	1
CSP12_V38PRr3__SemiBin_38	K05343	contig_389_3	446.8	2.3e-134	0
CSP12_V38PRr3__SemiBin_38	K05343	contig_54_5	97.7	7.2e-29	0
CSP12_V38PRr3__SemiBin_38	K05343	contig_190_1	71.4	6.3e-21	0
CSP12_V38PRr3__SemiBin_38	K05343	contig_266_5	66.4	2e-19	0
CSP12_V38PRr3__SemiBin_38	K05343	contig_432_1	53.1	2.1e-15	0
CSP12_V38PRr3__SemiBin_38	K05343	contig_9_1	41.0	9.5e-12	0
CSP12_V38PRr3__SemiBin_38	K05343	contig_20_3	39.9	2e-11	0
CSP12_V38PRr3__SemiBin_38	K05343	contig_500_2	33.8	1.4e-09	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_20_3	1165.4	0.0	1
CSP12_V38PRr3__SemiBin_38	K06044	contig_253_1	227.6	3.9e-68	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_20_2	226.0	1.2e-67	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_389_3	67.5	7.6e-20	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_420_5	66.3	1.7e-19	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_266_5	43.6	1.2e-12	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_85_2	37.4	9.7e-11	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_197_2	36.2	2.2e-10	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_190_1	35.8	2.8e-10	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_389_1	21.7	5.2e-06	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_432_1	18.5	4.6e-05	0
CSP12_V38PRr3__SemiBin_38	K06044	contig_500_2	15.8	0.00031	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_190_1	815.1	9.2e-246	1
CSP12_V38PRr3__SemiBin_38	K01236	contig_197_2	130.3	1.1e-38	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_420_5	101.9	4.1e-30	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_389_3	101.6	5.1e-30	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_85_2	84.5	7.8e-25	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_36_6	50.9	1.1e-14	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_197_1	47.6	1.1e-13	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_266_5	38.0	8.5e-11	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_20_3	35.2	6.2e-10	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_500_2	24.8	8.8e-07	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_432_1	24.7	9.4e-07	0
CSP12_V38PRr3__SemiBin_38	K01236	contig_9_1	18.7	5.9e-05	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_14_3	510.8	3.1e-154	1
CSP12_V38PRr3__SemiBin_38	K13057	contig_236_3	76.9	1.5e-22	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_312_3	67.3	1.2e-19	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_312_4	44.8	8.7e-13	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_24_8	36.7	2.4e-10	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_24_2	33.6	2.1e-09	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_454_1	28.0	1e-07	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_479_4	20.9	1.5e-05	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_76_3	11.4	0.011	0
CSP12_V38PRr3__SemiBin_38	K13057	contig_51_5	10.9	0.016	0
CSP12_V38PRr3__SemiBin_38	K00108	contig_502_2	474.9	4.4e-143	0
CSP12_V38PRr3__SemiBin_38	K00108	contig_497_3	61.8	4.4e-18	0
CSP12_V38PRr3__SemiBin_38	K00108	contig_159_4	13.8	0.0015	0
CSP12_V38PRr3__SemiBin_38	K00108	contig_166_4	11.4	0.008	0
CSP12_V38PRr3__SemiBin_38	K00108	contig_477_1	10.6	0.014	0
CSP12_V38PRr3__SemiBin_38	K00108	contig_111_2	10.4	0.016	0
CSP12_V38PRr3__SemiBin_38	K00108	contig_43_2	9.4	0.031	0
CSP12_V38PRr3__SemiBin_38	K00130	contig_464_4	742.2	5e-224	1
CSP12_V38PRr3__SemiBin_38	K00130	contig_482_3	682.7	5.2e-206	0
CSP12_V38PRr3__SemiBin_38	K00130	contig_198_5	542.0	2.1e-163	0
CSP12_V38PRr3__SemiBin_38	K00130	contig_464_3	433.7	1.4e-130	0
CSP12_V38PRr3__SemiBin_38	K00130	contig_68_8	41.2	9.6e-12	0
CSP12_V38PRr3__SemiBin_38	K00499	contig_26_3	21.6	1.1e-05	0
CSP12_V38PRr3__SemiBin_38	K00499	contig_111_2	12.7	0.0054	0
CSP12_V38PRr3__SemiBin_38	K17755	contig_502_2	333.6	3e-100	0
CSP12_V38PRr3__SemiBin_38	K17755	contig_497_3	51.1	1.2e-14	0
CSP12_V38PRr3__SemiBin_38	K17755	contig_477_1	10.8	0.021	0
CSP12_V38PRr3__SemiBin_38	K17755	contig_317_6	10.1	0.033	0
CSP12_V38PRr3__SemiBin_38	K17755	contig_43_2	8.9	0.078	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_497_3	106.6	1.7e-31	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_502_2	56.4	2.5e-16	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_166_4	31.5	8.5e-09	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_159_4	23.8	1.7e-06	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_111_2	21.9	6.6e-06	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_145_8	19.4	3.7e-05	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_250_2	13.6	0.0021	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_477_1	13.1	0.0031	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_485_1	11.2	0.012	0
CSP12_V38PRr3__SemiBin_38	K17756	contig_364_1	5.9	0.46	0
CSP12_V38PRr3__SemiBin_38	K06718	contig_210_10	26.4	5.6e-07	0
CSP12_V38PRr3__SemiBin_38	K06718	contig_9_3	11.8	0.016	0
CSP12_V38PRr3__SemiBin_38	K06720	contig_438_2	19.7	9.5e-05	0
CSP12_V38PRr3__SemiBin_38	K06720	contig_424_2	16.6	0.00085	0
CSP12_V38PRr3__SemiBin_38	K06721	contig_35_4	21.5	1.8e-05	0
CSP12_V38PRr3__SemiBin_38	K06721	contig_326_4	15.7	0.001	0
CSP12_V38PRr3__SemiBin_38	K06721	contig_253_3	15.6	0.001	0
CSP12_V38PRr3__SemiBin_38	K06721	contig_119_2	14.8	0.0019	0
CSP12_V38PRr3__SemiBin_38	K06721	contig_68_7	13.0	0.0066	0
CSP12_V38PRr3__SemiBin_38	K06721	contig_119_4	11.9	0.014	0
CSP12_V38PRr3__SemiBin_38	K06721	contig_490_3	10.3	0.043	0
CSP12_V38PRr3__SemiBin_38	K01858	contig_301_5	224.1	4.7e-67	1
CSP12_V38PRr3__SemiBin_38	K01858	contig_4_4	12.6	0.005	0
CSP12_V38PRr3__SemiBin_38	K05846	contig_37_3	61.3	1.1e-17	0
CSP12_V38PRr3__SemiBin_38	K05846	contig_278_3	48.6	7.4e-14	0
CSP12_V38PRr3__SemiBin_38	K05846	contig_278_2	24.1	2.1e-06	0
CSP12_V38PRr3__SemiBin_38	K05846	contig_327_2	18.4	0.00011	0
