genome	phylum	n_annotated_proteins	coxL_CO_dehydrogenase	NiFe_hydrogenase_large	rbcL_RuBisCO	psbA_photosystem_II	nifH_nitrogenase	amoA_pmoA_ammonia_monooxygenase	nirK_nirS_nitrite_reductase	nosZ_N2O_reductase	ureC_urease	otsA_otsB_trehalose	treY_treZ_trehalose	ectABC_ectoine	crtB_phytoene_synthase	spo0A_sporulation	phrB_photolyase	uvrA_excision_repair	recA_recombination_repair	katE_katG_catalase	sodA_superoxide_dismutase	dps_DNA_protection
F39PRr2_MAGScoT_cleanbin_000002	Actinomycetota	3687	True	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	False	False
F39PRr2_MAGScoT_cleanbin_000003	Pseudomonadota	3530	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F39PRr2_MAGScoT_cleanbin_000007	Actinomycetota	4635	False	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	False	True
F39PRr2_MAGScoT_cleanbin_000009	Actinomycetota	5497	True	False	False	False	False	False	False	False	False	True	False	True	True	False	False	True	True	True	True	True
F39PRr2_MAGScoT_cleanbin_000010	Actinomycetota	3442	False	False	False	False	False	False	False	False	False	True	True	True	False	False	True	True	True	True	True	True
F39PRr2_MAGScoT_cleanbin_000016	Actinomycetota	5022	True	False	False	False	False	False	False	False	True	True	False	True	True	False	False	True	True	True	True	True
F39PRr2_MAGScoT_cleanbin_000020	Actinomycetota	4448	True	True	True	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True
F39Sr1_MAGScoT_cleanbin_000001	Actinomycetota	2550	False	True	True	False	False	True	True	False	False	True	True	False	False	False	False	True	True	False	False	False
F39Sr1_MAGScoT_cleanbin_000002	Actinomycetota	2846	True	True	True	False	False	True	True	False	False	True	True	False	False	False	False	True	True	True	True	False
F39Sr1_MAGScoT_cleanbin_000003	Actinomycetota	4286	True	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	True
F39Sr1_MAGScoT_cleanbin_000006	Actinomycetota	3769	True	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	False
F39Sr1_MAGScoT_cleanbin_000007	Actinomycetota	3569	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	False	False
F39Sr1_MAGScoT_cleanbin_000008	Pseudomonadota	3559	True	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True	True	True	True	True
F39Sr1_MAGScoT_cleanbin_000009	Pseudomonadota	2955	True	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	False	True	False
F41Dr3_MAGScoT_cleanbin_000001	Actinomycetota	2481	True	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True
F41Dr3_MAGScoT_cleanbin_000002	Thermoplasmatota	2069	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	True	False	False	True	False
F41Dr3_MAGScoT_cleanbin_000003	Pseudomonadota	2750	False	False	False	False	False	False	True	False	False	True	False	True	True	False	False	True	True	True	True	False
F41Dr3_MAGScoT_cleanbin_000004	Actinomycetota	3127	False	True	True	False	False	False	True	False	False	True	True	True	False	False	False	True	True	False	False	False
F41Dr3_MAGScoT_cleanbin_000006	Actinomycetota	1761	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True
F41Dr3_MAGScoT_cleanbin_000007	Bacillota	2982	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	True	True	True	False
F41Dr3_MAGScoT_cleanbin_000008	Actinomycetota	2605	True	True	True	False	False	False	False	False	False	True	True	False	False	False	False	True	False	False	False	True
F41Dr3_MAGScoT_cleanbin_000009	Thermoplasmatota	1851	True	False	False	False	False	False	True	True	False	True	True	False	False	False	False	False	False	False	False	False
F41Dr3_MAGScoT_cleanbin_000010	Actinomycetota	3026	False	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	False	False
F41Dr3_MAGScoT_cleanbin_000012	Chloroflexota	2678	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	False
F41Dr3_MAGScoT_cleanbin_000013	Actinomycetota	2976	False	True	True	False	False	True	True	False	True	True	True	False	True	False	False	True	True	False	True	False
F41Dr3_MAGScoT_cleanbin_000014	Pseudomonadota	3421	False	False	True	False	False	True	True	False	True	True	True	False	True	False	False	True	True	False	True	False
F41Dr3_MAGScoT_cleanbin_000016	Acidobacteriota	2529	True	True	False	False	False	False	False	False	False	True	True	True	False	False	False	True	False	False	True	False
F41Dr3_MAGScoT_cleanbin_000017	Pseudomonadota	3417	False	False	True	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	True	True
F41Dr3_MAGScoT_cleanbin_000019	Actinomycetota	4308	False	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	False	True	False	True
F41Dr3_MAGScoT_cleanbin_000020	Actinomycetota	3045	True	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	True
F41Dr3_MAGScoT_cleanbin_000023	Actinomycetota	2484	True	True	True	False	False	False	False	False	False	True	True	False	False	False	False	True	False	False	True	False
F41Dr3_MAGScoT_cleanbin_000026	Actinomycetota	3210	True	True	True	False	False	False	True	False	False	True	True	True	False	False	False	True	True	False	False	False
F41Dr3_MAGScoT_cleanbin_000028	Thermoproteota	1765	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	True	False
F41Dr3_MAGScoT_cleanbin_000031	Actinomycetota	3207	True	True	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	False	True
F41PRr1_MAGScoT_cleanbin_000001	Halobacteriota	2622	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	False	True	True	True
F41PRr1_MAGScoT_cleanbin_000002	Thermoplasmatota	1741	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	True	False
F41PRr1_MAGScoT_cleanbin_000003	Actinomycetota	2356	False	True	True	False	False	False	False	False	True	True	True	False	False	False	False	True	True	True	False	False
F41PRr1_MAGScoT_cleanbin_000004	Actinomycetota	3075	True	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	True	False
F41PRr1_MAGScoT_cleanbin_000005	Actinomycetota	3469	True	False	False	False	False	False	True	False	False	False	True	True	False	False	False	True	True	True	False	True
F41PRr1_MAGScoT_cleanbin_000007	Actinomycetota	3402	True	True	True	False	False	False	True	False	True	True	True	True	True	False	False	True	True	True	True	False
F41PRr1_MAGScoT_cleanbin_000008	Pseudomonadota	2950	True	False	False	False	False	False	False	False	False	True	False	False	True	False	True	True	True	True	True	False
F41PRr1_MAGScoT_cleanbin_000010	Actinomycetota	2289	False	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	False	False
F41PRr1_MAGScoT_cleanbin_000011	Acidobacteriota	3807	True	True	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	False	True	False
F41PRr1_MAGScoT_cleanbin_000012	Pseudomonadota	3566	True	False	False	False	False	False	False	False	False	True	False	True	True	False	True	True	True	False	True	False
F41PRr1_MAGScoT_cleanbin_000013	Actinomycetota	2766	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	True	True	False	True	False
F41PRr1_MAGScoT_cleanbin_000014	Actinomycetota	3246	True	True	True	False	False	False	True	False	True	True	True	True	False	False	False	True	True	True	False	False
F41PRr1_MAGScoT_cleanbin_000016	Pseudomonadota	4941	True	False	False	False	False	False	False	False	True	True	True	False	False	False	False	True	True	True	True	False
F41PRr1_MAGScoT_cleanbin_000017	Actinomycetota	3216	True	False	False	False	False	False	True	False	False	True	True	True	False	False	False	False	True	True	False	True
F42PRr2_MAGScoT_cleanbin_000004	Pseudomonadota	4072	False	False	True	False	False	False	True	True	True	True	True	False	True	False	False	True	True	True	True	True
F42PRr2_MAGScoT_cleanbin_000006	Actinomycetota	2665	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True
F43PRr2_MAGScoT_cleanbin_000001	Pseudomonadota	5045	True	False	True	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	True
F43PRr2_MAGScoT_cleanbin_000002	Chloroflexota	4184	True	False	False	False	False	False	True	False	False	True	True	True	True	False	False	True	True	True	True	False
F45Dr3_MAGScoT_cleanbin_000001	Bacillota	2859	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	True	True	True	True
F45Dr3_MAGScoT_cleanbin_000002	Actinomycetota	4959	False	False	False	False	False	False	True	False	True	True	False	True	True	False	False	True	True	True	True	False
F45Dr3_MAGScoT_cleanbin_000003	Actinomycetota	3502	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	True	True
F45Dr3_MAGScoT_cleanbin_000005	Actinomycetota	3788	True	False	False	False	False	False	True	False	False	True	True	False	True	True	False	True	False	True	True	False
F45Dr3_MAGScoT_cleanbin_000006	Actinomycetota	2386	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	True
F45Sr3_MAGScoT_cleanbin_000004	Chloroflexota	1851	True	False	False	False	False	False	False	False	True	True	True	True	False	False	False	True	True	True	False	False
F45Sr3_MAGScoT_cleanbin_000009	Actinomycetota	3524	True	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	False	False
F46Dr2_MAGScoT_cleanbin_000001	Halobacteriota	3400	True	False	True	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	True
F48Sr2_MAGScoT_cleanbin_000001	Bacillota	3844	False	False	False	False	False	False	True	False	False	False	False	False	False	True	True	True	True	True	True	True
F48Sr2_MAGScoT_cleanbin_000007	Actinomycetota	2865	False	False	False	False	False	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True
F48Sr2_MAGScoT_cleanbin_000014	Bacillota	3510	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True
F48Sr2_MAGScoT_cleanbin_000017	Actinomycetota	3079	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	False	True	True	True
F49Dr1_MAGScoT_cleanbin_000001	Pseudomonadota	4204	False	True	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	False	True	True
F49Dr1_MAGScoT_cleanbin_000002	Actinomycetota	4860	True	False	False	False	False	False	False	False	False	True	False	True	True	False	False	True	True	True	True	True
F49Dr1_MAGScoT_cleanbin_000003	Pseudomonadota	4440	True	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True	True	True	True	True
F49Dr1_MAGScoT_cleanbin_000006	Pseudomonadota	4069	False	False	False	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	True
F49Dr1_MAGScoT_cleanbin_000008	Actinomycetota	3716	True	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	False	True
F49Dr1_MAGScoT_cleanbin_000009	Myxococcota	6332	False	False	False	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	True
F49Dr1_MAGScoT_cleanbin_000011	Pseudomonadota	2721	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F49Dr1_MAGScoT_cleanbin_000012	Planctomycetota	2835	True	True	True	False	False	False	False	False	False	False	True	True	False	False	False	True	True	False	True	True
F49Dr1_MAGScoT_cleanbin_000013	Actinomycetota	2686	False	False	True	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	True
F49Dr1_MAGScoT_cleanbin_000014	Actinomycetota	4238	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	False	True
F49Dr1_MAGScoT_cleanbin_000023	Actinomycetota	6775	False	False	False	False	False	False	True	False	True	True	True	True	True	False	False	True	True	True	False	True
F4Dr1_MAGScoT_cleanbin_000001	Actinomycetota	2557	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	True	False
F4Dr1_MAGScoT_cleanbin_000002	Chloroflexota	2092	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	False	False
F4Dr1_MAGScoT_cleanbin_000004	Actinomycetota	3409	False	True	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	False	True	False
F4Dr1_MAGScoT_cleanbin_000005	Actinomycetota	2427	True	True	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	False
F4Dr1_MAGScoT_cleanbin_000006	Actinomycetota	2773	False	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	False
F4Dr1_MAGScoT_cleanbin_000008	Actinomycetota	2225	True	True	True	False	True	False	False	False	False	True	True	False	False	False	False	True	True	False	True	False
F4Dr1_MAGScoT_cleanbin_000009	Actinomycetota	2428	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	False	False
F4PRr2_MAGScoT_cleanbin_000001	Thermoplasmatota	2202	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True
F4PRr2_MAGScoT_cleanbin_000002	Chloroflexota	1816	True	True	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	False	False
F4PRr2_MAGScoT_cleanbin_000004	Actinomycetota	2220	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	False
F4PRr2_MAGScoT_cleanbin_000005	Pseudomonadota	2357	False	False	True	False	False	False	True	False	True	False	True	False	True	False	False	True	True	False	False	False
F4PRr2_MAGScoT_cleanbin_000008	Chloroflexota	2904	True	False	True	False	False	False	True	False	True	True	False	False	False	False	False	True	True	False	True	False
F4Sr2_MAGScoT_cleanbin_000001	Pseudomonadota	2535	False	False	True	False	False	True	True	False	True	True	True	False	True	False	False	True	True	False	True	False
F4Sr2_MAGScoT_cleanbin_000002	Pseudomonadota	3321	False	False	True	False	False	True	True	False	False	False	True	True	True	False	False	True	True	False	True	False
F4Sr2_MAGScoT_cleanbin_000003	Actinomycetota	2939	False	True	False	False	False	False	True	False	False	True	True	False	False	False	True	True	True	True	True	False
F4Sr2_MAGScoT_cleanbin_000004	Actinomycetota	3009	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	True
F4Sr2_MAGScoT_cleanbin_000006	Actinomycetota	2117	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True
F4Sr2_MAGScoT_cleanbin_000007	Actinomycetota	3898	True	True	False	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	False	True
F4Sr2_MAGScoT_cleanbin_000010	Actinomycetota	3449	True	True	False	False	False	False	False	False	True	True	True	True	True	False	False	True	True	False	True	True
F4Sr2_MAGScoT_cleanbin_000011	Bacillota	1455	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True
F4Sr2_MAGScoT_cleanbin_000012	Gemmatimonadota	3185	True	True	False	False	False	False	True	False	False	False	False	True	False	False	False	True	True	False	True	False
F4Sr2_MAGScoT_cleanbin_000017	Planctomycetota	4719	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	True	False	True	True	True
F4Sr2_MAGScoT_cleanbin_000019	Actinomycetota	5250	True	True	False	False	False	False	False	False	True	True	True	True	True	False	False	True	False	True	True	False
F51PRr1_MAGScoT_cleanbin_000001	Pseudomonadota	4150	True	False	True	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	False
F51PRr1_MAGScoT_cleanbin_000003	Pseudomonadota	3386	True	False	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F54PRr2_MAGScoT_cleanbin_000001	Pseudomonadota	2315	False	False	True	False	False	False	True	False	True	True	True	True	True	False	True	True	True	True	True	False
F54PRr2_MAGScoT_cleanbin_000003	Actinomycetota	3244	True	False	False	False	False	False	True	False	False	True	True	True	False	False	True	True	True	True	True	True
F54PRr2_MAGScoT_cleanbin_000005	Chloroflexota	2786	True	False	False	False	False	False	False	True	True	True	True	True	False	False	False	True	True	True	False	True
F54PRr2_MAGScoT_cleanbin_000006	Pseudomonadota	2750	True	False	False	False	False	False	True	False	False	True	False	True	True	False	False	True	True	True	True	False
F54PRr2_MAGScoT_cleanbin_000007	Actinomycetota	3150	True	True	False	False	False	False	True	False	False	True	True	True	False	False	False	True	True	True	False	True
F54PRr2_MAGScoT_cleanbin_000008	Chloroflexota	4700	True	True	True	False	False	False	True	False	True	False	True	False	False	False	False	True	True	False	True	True
F54PRr2_MAGScoT_cleanbin_000009	Pseudomonadota	4556	True	False	False	False	False	False	True	True	True	True	False	True	True	False	False	True	True	True	True	True
F54PRr2_MAGScoT_cleanbin_000010	Chloroflexota	4770	True	True	True	False	False	False	True	True	False	False	False	False	True	False	False	True	True	False	True	False
F54PRr2_MAGScoT_cleanbin_000011	Gemmatimonadota	3027	False	False	False	False	False	False	True	False	False	True	True	False	True	False	True	True	True	True	True	False
F54PRr2_MAGScoT_cleanbin_000013	Planctomycetota	4810	False	True	True	False	False	False	True	False	False	True	True	True	True	False	False	True	True	True	True	True
F54PRr2_MAGScoT_cleanbin_000016	Pseudomonadota	3033	False	False	False	False	False	False	True	False	False	False	False	True	False	False	True	True	True	True	False	True
F58PRr1_MAGScoT_cleanbin_000001	Halobacteriota	2501	True	False	True	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	True	True
F58PRr1_MAGScoT_cleanbin_000002	Pseudomonadota	2186	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000003	Bacillota	2033	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000004	Actinomycetota	2602	False	False	False	False	False	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000005	Bacillota	2435	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	True	True	False
F58PRr1_MAGScoT_cleanbin_000006	Pseudomonadota	1974	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	False	True	True
F58PRr1_MAGScoT_cleanbin_000007	Bacteroidota	2392	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000008	Pseudomonadota	2299	False	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000010	Bacillota	2560	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000011	Myxococcota	3103	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	False
F58PRr1_MAGScoT_cleanbin_000014	Bacillota	2759	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000015	Actinomycetota	2361	False	False	True	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000017	Pseudomonadota	2502	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F58PRr1_MAGScoT_cleanbin_000018	Pseudomonadota	1786	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	True	True
F58PRr1_MAGScoT_cleanbin_000019	Pseudomonadota	3030	False	False	False	False	False	False	False	False	True	False	True	True	True	False	True	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000020	Pseudomonadota	2876	True	False	False	False	False	False	False	False	True	True	True	False	False	False	False	True	True	True	True	True
F58PRr1_MAGScoT_cleanbin_000021	Planctomycetota	3340	False	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	False	True	False
F58PRr1_MAGScoT_cleanbin_000031	Pseudomonadota	2347	False	False	False	False	False	False	False	False	False	False	True	True	True	False	True	True	True	True	False	True
F58Sr3_MAGScoT_cleanbin_000001	Halobacteriota	2355	False	False	False	False	False	False	False	False	True	True	False	True	True	False	False	False	False	False	True	True
F58Sr3_MAGScoT_cleanbin_000005	Actinomycetota	2185	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	False	True
F58Sr3_MAGScoT_cleanbin_000008	Actinomycetota	2613	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
F58Sr3_MAGScoT_cleanbin_000009	Bacteroidota	3432	True	False	True	False	False	False	True	False	False	False	True	False	False	False	True	True	True	True	True	True
F58Sr3_MAGScoT_cleanbin_000010	Bacteroidota	3471	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	True	True
F6Dr2_MAGScoT_cleanbin_000001	Pseudomonadota	2601	False	False	True	False	False	False	False	False	True	True	True	True	True	False	False	True	True	False	True	False
F6Dr2_MAGScoT_cleanbin_000002	Actinomycetota	2720	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	True	False
F6Dr2_MAGScoT_cleanbin_000003	Bacteroidota	2697	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
F6Dr2_MAGScoT_cleanbin_000005	Myxococcota	3931	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True	True
F6Dr2_MAGScoT_cleanbin_000006	Acidobacteriota	4871	True	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	True	True
F6Dr2_MAGScoT_cleanbin_000007	Myxococcota	4045	False	True	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False	True	True
F6Dr2_MAGScoT_cleanbin_000008	Bacteroidota	4248	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	True	True	True	True
F6Dr2_MAGScoT_cleanbin_000009	Acidobacteriota	3932	False	True	False	False	False	False	False	True	False	True	True	True	False	False	False	True	True	True	True	False
F6Dr2_MAGScoT_cleanbin_000012	Chlamydiota	1937	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
F6Dr2_MAGScoT_cleanbin_000014	Verrucomicrobiota	3609	False	True	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	False	True	True
F6Dr2_MAGScoT_cleanbin_000018	Planctomycetota	3589	True	False	True	False	False	False	False	False	True	True	True	False	False	False	False	True	True	False	True	True
F6Dr2_MAGScoT_cleanbin_000019	Myxococcota	4455	False	True	False	False	False	False	False	False	True	True	True	True	False	False	False	True	True	False	True	True
F6Dr2_MAGScoT_cleanbin_000020	Acidobacteriota	4277	False	True	False	False	False	False	False	False	False	True	True	False	False	True	True	True	True	False	True	False
F6Dr2_MAGScoT_cleanbin_000021	Myxococcota	7690	False	True	False	False	False	False	True	False	True	True	True	False	True	False	False	True	True	True	True	False
F6Dr2_MAGScoT_cleanbin_000026	Actinomycetota	2209	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	True	False
F8PRr3_MAGScoT_cleanbin_000001	Pseudomonadota	2700	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F8PRr3_MAGScoT_cleanbin_000003	Actinomycetota	6885	True	False	True	False	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False
F8PRr3_MAGScoT_cleanbin_000007	Actinomycetota	2565	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
F9PRr2_MAGScoT_cleanbin_000001	Pseudomonadota	4194	True	False	True	False	False	False	False	False	True	True	True	True	False	False	False	True	True	False	True	True
F9PRr2_MAGScoT_cleanbin_000002	Bacillota	3517	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True
F9PRr2_MAGScoT_cleanbin_000003	Pseudomonadota	4273	False	True	True	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	True
F9PRr2_MAGScoT_cleanbin_000004	Pseudomonadota	3305	True	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True	True	True	True	False
F9PRr2_MAGScoT_cleanbin_000005	Chloroflexota	4373	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	True
F9PRr2_MAGScoT_cleanbin_000006	Planctomycetota	3369	True	False	False	False	False	False	False	False	True	False	True	False	True	False	False	True	True	False	True	False
F9PRr2_MAGScoT_cleanbin_000007	Myxococcota	5292	False	True	False	False	True	False	True	False	True	True	True	True	True	False	False	True	True	False	True	True
F9PRr2_MAGScoT_cleanbin_000012	Bacillota	4202	False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	True	True	True	True	True
T1Dr2_MAGScoT_cleanbin_000003	Actinomycetota	4481	True	False	False	False	False	False	True	False	False	True	True	True	True	False	False	True	True	True	False	True
T1Dr2_MAGScoT_cleanbin_000004	Actinomycetota	2845	False	True	False	False	False	False	True	False	True	True	True	False	True	False	False	True	True	True	False	False
T1Dr2_MAGScoT_cleanbin_000005	Actinomycetota	1740	False	True	True	False	False	False	True	False	True	True	True	False	False	False	False	True	True	True	False	False
T1Dr2_MAGScoT_cleanbin_000007	Actinomycetota	2681	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
T1Dr2_MAGScoT_cleanbin_000008	Pseudomonadota	3831	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
T1Dr2_MAGScoT_cleanbin_000010	Pseudomonadota	5758	False	False	False	False	False	False	False	False	False	True	True	False	True	False	True	True	True	True	True	True
T1PRr2_MAGScoT_cleanbin_000002	Actinomycetota	2469	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	False	True
T1PRr2_MAGScoT_cleanbin_000004	Bacteroidota	3155	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	True	False	True	True
T1PRr2_MAGScoT_cleanbin_000008	Acidobacteriota	4735	True	False	False	False	False	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True
T2PRr2_MAGScoT_cleanbin_000001	Pseudomonadota	5196	True	False	True	False	False	False	True	False	True	True	True	False	True	False	True	True	True	True	True	False
T2PRr2_MAGScoT_cleanbin_000002	Bacillota	1339	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False
T2PRr2_MAGScoT_cleanbin_000003	Actinomycetota	2807	False	False	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	False	False
T2PRr2_MAGScoT_cleanbin_000005	Actinomycetota	3525	False	False	False	False	False	False	True	False	True	True	True	False	True	False	False	True	True	True	True	False
T2PRr2_MAGScoT_cleanbin_000007	Chloroflexota	2004	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	True	False	False	True
T2PRr2_MAGScoT_cleanbin_000008	Actinomycetota	5727	True	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	True
T2PRr2_MAGScoT_cleanbin_000009	Bacillota	2863	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	True
T2PRr2_MAGScoT_cleanbin_000010	Actinomycetota	5283	True	True	False	False	False	False	True	False	True	True	True	False	True	False	True	False	True	True	False	True
T2PRr2_MAGScoT_cleanbin_000013	Actinomycetota	3178	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
T2PRr2_MAGScoT_cleanbin_000015	Actinomycetota	3250	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
T4PRr3_MAGScoT_cleanbin_000007	Actinomycetota	2822	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	False	True
T4PRr3_MAGScoT_cleanbin_000013	Actinomycetota	2729	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
T5Dr3_MAGScoT_cleanbin_000003	Actinomycetota	2057	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	True	False
T5Dr3_MAGScoT_cleanbin_000005	Actinomycetota	1934	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	True	False
T5Dr3_MAGScoT_cleanbin_000006	Actinomycetota	2751	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	False
T5Dr3_MAGScoT_cleanbin_000008	Actinomycetota	2784	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	False	False
